coordenacao;departamento;codigo;disciplina;turma;ano;docentes;aprovados;cancelados;matriculados;modoOferta;periodo;projetoExtensao;reprovadosfrequencia;reprovadosnota;situacao;total;vagasTotal
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;F;2019;ALZIR FELIPPE BUFFARA ANTUNES;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;G;2019;HENRIQUE FIRKOWSKI;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;H;2019;REGIANE DALAZOANA;0;1;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;I;2019;SILVANA PHILIPPI CAMBOIM;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;J;2019;PAULO SERGIO DE OLIVEIRA JUNIOR;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;K;2019;MARIA APARECIDA ZEHNPFENNIG ZANETTI;;;;;1° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;L;2019;WANDER DA CRUZ;0;0;0;;1° Semestre;;1;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA125;LEVANTAMENTOS GEODÉSICOS I;A;2019;WANDER DA CRUZ;10;0;0;;1° Semestre;;0;1;Encerrada;11;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA125;LEVANTAMENTOS GEODÉSICOS I;B;2019;PEDRO LUIS FAGGION;9;0;0;;1° Semestre;;0;0;Encerrada;9;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA126;CARTOGRAFIA TEMÁTICA;A;2019;LUCIENE STAMATO DELAZARI;21;0;0;;1° Semestre;;0;1;Encerrada;22;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA127;FOTOGRAMETRIA III;A;2019;EDSON APARECIDO MITISHITA;17;0;0;;1° Semestre;;3;5;Encerrada;25;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA128;MECÂNICA E ESTRUTURAS GEODÉSICAS I;A;2019;CLAUDIA PEREIRA KRUEGER;20;0;0;;1° Semestre;;1;7;Encerrada;28;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA133;DIREITO AGRÁRIO;A;2019;DANIELE REGINA PONTES;4;0;0;;1° Semestre;;3;0;Encerrada;7;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA134;GESTÃO TERRITORIAL;A;2019;ALZIR FELIPPE BUFFARA ANTUNES;10;0;0;;1° Semestre;;1;0;Encerrada;11;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA135;CADASTRO TERRITORIAL MULTIFINALITÁRIO;A;2019;ALZIR FELIPPE BUFFARA ANTUNES;9;0;0;;1° Semestre;;0;1;Encerrada;10;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA142;APLICAÇÕES EM SENSORIAMENTO REMOTO;A;2019;JORGE ANTONIO SILVA CENTENO;1;2;0;;1° Semestre;;1;0;Encerrada;4;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA144;PROCESSAMENTO DIGITAL DE IMAGENS II;A;2019;;;;;;1° Semestre;;;;Inativada;;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA144;PROCESSAMENTO DIGITAL DE IMAGENS II;B;2019;HIDEO ARAKI;2;0;0;;1° Semestre;;1;0;Encerrada;3;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA150;HISTÓRIA DA GEODÉSIA E CARTOGRAFIA;A;2019;LUÍS AUGUSTO KOENIG VEIGA;3;0;0;;1° Semestre;;0;0;Encerrada;3;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA151;POSICIONAMENTO DE PLATAFORMAS E ELEMENTOS NÁUTICOS;A;2019;CLAUDIA PEREIRA KRUEGER;3;0;0;;1° Semestre;;1;0;Encerrada;4;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA155;DESENVOLVIMENTO DE APLICAÇÕES GEOESPACIAIS;A;2019;SILVANA PHILIPPI CAMBOIM;1;0;0;;1° Semestre;;0;0;Encerrada;1;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA157;PROCESSAMENTO E ANALISE DE DADOS GNSS;A;2019;;;;;;1° Semestre;;;;Inativada;;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;A;2019;ALVARO MURIEL LIMA MACHADO;;;;;1° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;B;2019;LUÍS AUGUSTO KOENIG VEIGA;;;;;1° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;C;2019;CLAUDIA PEREIRA KRUEGER;;;;;1° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;D;2019;CLAUDIA PEREIRA KRUEGER;;;;;1° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;E;2019;DANIELE REGINA PONTES;;;;;1° Semestre;;;;Encerrada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Hidráulica e Saneamento;TH048;SANEAMENTO BÁSICO E AMBIENTAL;A;2019;REGINA TIEMY KISHI;4;0;0;;1° Semestre;;1;0;Encerrada;5;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2019;WAGNER MACHADO NUNAN ZOLA;4;2;0;;1° Semestre;;7;12;Encerrada;25;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;B;2019;LUCIANO SILVA;10;3;0;;1° Semestre;;4;10;Encerrada;27;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM300;INTRODUÇÃO AO CÁLCULO;A;2019;SAULO POMPONET OLIVEIRA;28;1;0;;1° Semestre;;8;14;Encerrada;51;100
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM302;CÁLCULO EM VÁRIAS VARIÁVEIS REAIS;A;2019;JOSÉ ALBERTO RAMOS FLOR;6;9;0;;1° Semestre;;3;9;Encerrada;27;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM303;INTRODUÇÃO À GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;A;2019;LILIAN CORDEIRO BRAMBILA;20;0;0;;1° Semestre;;0;54;Encerrada;74;100
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT081;ADMINISTRAÇÃO DE EMPRESAS;J;2019;CARLOS VINICIUS MALULY;3;0;0;;1° Semestre;;1;0;Encerrada;4;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT082;PROJETO DE OBRAS VIÁRIAS E PLANEJAMENTO URBANO;A;2019;ANELISE SCHMITZ;15;1;0;;1° Semestre;;5;0;Encerrada;21;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Estatística;CE009;INTRODUÇÃO À ESTATÍSTICA;B;2019;STELA ADAMI VAYEGO;10;1;0;;2° Semestre;;14;18;Encerrada;43;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF106;FÍSICA F2;A;2019;ISMAEL LEANDRO GRAFF;14;4;0;;2° Semestre;;12;7;Encerrada;37;65
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB121;ELEMENTOS DE GEOMORFOLOGIA;A;2019;LEONARDO JOSÉ CORDEIRO SANTOS;22;1;0;;2° Semestre;;5;2;Encerrada;30;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;A;2019;MARIA APARECIDA ZEHNPFENNIG ZANETTI;8;0;0;;2° Semestre;;0;4;Encerrada;12;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;A;2019;LUÍS AUGUSTO KOENIG VEIGA;17;0;0;;2° Semestre;;1;3;Encerrada;21;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;A;2019;MARIA CECILIA BONATO BRANDALIZE;6;0;0;;2° Semestre;;8;6;Encerrada;20;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;B;2019;RODRIGO DE CAMPOS MACEDO;12;1;0;;2° Semestre;;5;4;Encerrada;22;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;A;2019;WANDER DA CRUZ;11;0;0;;2° Semestre;;0;1;Encerrada;12;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;B;2019;PEDRO LUIS FAGGION;11;1;0;;2° Semestre;;0;1;Encerrada;13;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;A;2019;HENRIQUE FIRKOWSKI;11;0;0;;2° Semestre;;4;5;Encerrada;20;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;B;2019;HENRIQUE FIRKOWSKI;23;1;0;;2° Semestre;;0;5;Encerrada;29;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA110;AJUSTAMENTO II;A;2019;ALVARO MURIEL LIMA MACHADO;34;1;0;;2° Semestre;;2;4;Encerrada;41;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;A;2019;JORGE ANTONIO SILVA CENTENO;12;1;0;;2° Semestre;;2;0;Encerrada;15;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;B;2019;HIDEO ARAKI;12;1;0;;2° Semestre;;1;0;Encerrada;14;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA119;MÉTODOS GEODÉSICOS;A;2019;REGIANE DALAZOANA;31;0;0;;2° Semestre;;1;1;Encerrada;33;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA120;CARTOGRAFIA TOPOGRÁFICA;A;2019;HENRIQUE FIRKOWSKI;30;0;0;;2° Semestre;;1;0;Encerrada;31;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA121;FOTOGRAMETRIA II;A;2019;DANIEL RODRIGUES DOS SANTOS;38;0;0;;2° Semestre;;1;0;Encerrada;39;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;A;2019;SILVANA PHILIPPI CAMBOIM;8;0;0;;2° Semestre;;5;0;Encerrada;13;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;B;2019;LUCIENE STAMATO DELAZARI;10;0;0;;2° Semestre;;3;3;Encerrada;16;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA123;PROJETO E ANÁLISE DE REDES GEODÉSICAS;A;2019;ÉRICA SANTOS MATOS BALUTA;35;0;0;;2° Semestre;;1;0;Encerrada;36;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;A;2019;ALEX SORIA MEDINA;1;0;0;;2° Semestre;;0;0;Encerrada;1;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;B;2019;MARIA APARECIDA ZEHNPFENNIG ZANETTI;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;D;2019;MARIA APARECIDA ZEHNPFENNIG ZANETTI;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;E;2019;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;F;2019;;0;1;0;;2° Semestre;;0;0;Inativada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;G;2019;;0;1;0;;2° Semestre;;0;0;Inativada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;H;2019;ALEX SORIA MEDINA;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;I;2019;HENRIQUE FIRKOWSKI;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;J;2019;CAIO DOS ANJOS PAIVA;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;K;2019;CAIO DOS ANJOS PAIVA;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;L;2019;DANIELE REGINA PONTES;1;0;0;;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA129;LEVANTAMENTO GEODÉSICOS II;A;2019;CLAUDIA PEREIRA KRUEGER;16;0;0;;2° Semestre;;0;3;Encerrada;19;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA130;PROJETO DE ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;A;2019;LUÍS AUGUSTO KOENIG VEIGA;22;0;0;;2° Semestre;;1;0;Encerrada;23;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA131;FOTOGRAMETRIA IV;A;2019;EDSON APARECIDO MITISHITA;17;0;0;;2° Semestre;;0;1;Encerrada;18;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA132;MECÂNICA E ESTRUTURAS GEODÉSICAS II;A;2019;TIAGO LIMA RODRIGUES;24;0;0;;2° Semestre;;0;1;Encerrada;25;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA133;DIREITO AGRÁRIO;A;2019;DANIELE REGINA PONTES;18;1;0;;2° Semestre;;4;2;Encerrada;25;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA138;TOPOGRAFIA III;A;2019;MARIA APARECIDA ZEHNPFENNIG ZANETTI;7;0;0;;2° Semestre;;0;0;Encerrada;7;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA144;PROCESSAMENTO DIGITAL DE IMAGENS II;A;2019;HIDEO ARAKI;6;0;0;;2° Semestre;;2;0;Encerrada;8;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA147;VISUALIZAÇÃO CARTOGRÁFICA;A;2019;LUCIENE STAMATO DELAZARI;1;0;0;;2° Semestre;;1;0;Encerrada;2;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA152;LEVANTAMENTOS HIDROGRÁFICOS;A;2019;CLAUDIA PEREIRA KRUEGER;4;0;0;;2° Semestre;;0;0;Encerrada;4;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA153;PROGRAMAÇÃO APLICADA;A;2019;ALVARO MURIEL LIMA MACHADO;10;0;0;;2° Semestre;;2;5;Encerrada;17;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA153;PROGRAMAÇÃO APLICADA;B;2019;HIDEO ARAKI;11;0;0;;2° Semestre;;3;4;Encerrada;18;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA156;POSICIONAMENTO GNSS EM TEMPO REAL;A;2019;CLAUDIA PEREIRA KRUEGER;2;2;0;;2° Semestre;;0;0;Encerrada;4;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;D;2019;HIDEO ARAKI;;;;;2° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;I;2019;LEONARDO ERCOLIN FILHO;;;;;2° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;J;2019;SILVANA PHILIPPI CAMBOIM;;;;;2° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA159;SENSORIAMENTO REMOTO APLICADO À ANÁLISE URBANA;A;2019;HIDEO ARAKI;9;1;0;;2° Semestre;;2;0;Encerrada;12;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2019;JACKSON ANTONIO DO PRADO LIMA;11;2;0;;2° Semestre;;10;8;Encerrada;31;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;A;2019;LUIS ALLAN KÜNZLE;12;1;0;;2° Semestre;;12;6;Encerrada;31;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM301;CÁLCULO EM UMA VARIÁVEL REAL;A1;2019;PAULO DE OLIVEIRA WEINHARDT;8;3;0;;2° Semestre;;7;17;Encerrada;35;80
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT080;ECONOMIA DE ENGENHARIA;A;2019;ANDRÉA RYBA LENZI;15;0;0;;2° Semestre;;1;3;Encerrada;19;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;A;2018;ANDREA FARIA ANDRADE;11;0;0;;1° Semestre;;5;4;Encerrada;20;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;B;2018;THAYS GRUBER;13;2;0;;1° Semestre;;5;0;Encerrada;20;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF105;FÍSICA E2;A;2018;RENATO MOREIRA ANGELO;20;0;0;;1° Semestre;;10;8;Encerrada;38;70
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB122;ZONEAMENTO GEOGRÁFICO AMBIENTAL;A;2018;CARLOS HENRIQUE SOPCHAKI;6;0;0;;1° Semestre;;3;0;Encerrada;9;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;A;2018;ADRIANA AHRENDT TALAMINI;12;0;0;;1° Semestre;;0;0;Encerrada;12;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;B;2018;CAROLINA DANIELSKI AQUINO;20;0;0;;1° Semestre;;0;0;Encerrada;20;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC138;GEOFÍSICA BÁSICA;A;2018;ALESSANDRA DE BARROS E SILVA BONGIOLO;36;0;0;;1° Semestre;;1;1;Encerrada;38;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;A;2018;LUÍS AUGUSTO KOENIG VEIGA;7;0;0;;1° Semestre;;3;5;Encerrada;15;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;B;2018;MARIA APARECIDA ZEHNPFENNIG ZANETTI;9;0;0;;1° Semestre;;0;6;Encerrada;15;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;C;2018;REGIANE DALAZOANA;10;0;0;;1° Semestre;;0;4;Encerrada;14;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;A;2018;LUÍS AUGUSTO KOENIG VEIGA;14;0;0;;1° Semestre;;1;3;Encerrada;18;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;B;2018;PEDRO LUIS FAGGION;12;0;0;;1° Semestre;;1;2;Encerrada;15;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;A;2018;HENRIQUE FIRKOWSKI;14;0;0;;1° Semestre;;0;3;Encerrada;17;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;B;2018;HENRIQUE FIRKOWSKI;12;0;0;;1° Semestre;;1;0;Encerrada;13;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA106;AJUSTAMENTO I;A;2018;ALVARO MURIEL LIMA MACHADO;25;0;0;;1° Semestre;;1;0;Encerrada;26;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;A;2018;ALVARO MURIEL LIMA MACHADO;14;0;0;;1° Semestre;;1;0;Encerrada;15;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;B;2018;HIDEO ARAKI;11;0;0;;1° Semestre;;1;0;Encerrada;12;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA112;FUNDAMENTOS EM GEODÉSIA;A;2018;REGIANE DALAZOANA;19;0;0;;1° Semestre;;5;7;Encerrada;31;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA113;PROJEÇÕES CARTOGRÁFICAS II;A;2018;HENRIQUE FIRKOWSKI;12;0;0;;1° Semestre;;1;2;Encerrada;15;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA113;PROJEÇÕES CARTOGRÁFICAS II;B;2018;HENRIQUE FIRKOWSKI;7;0;0;;1° Semestre;;0;0;Encerrada;7;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA114;FOTOGRAMETRIA I;A;2018;DANIEL RODRIGUES DOS SANTOS;12;0;0;;1° Semestre;;6;1;Encerrada;19;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA114;FOTOGRAMETRIA I;B;2018;DANIEL RODRIGUES DOS SANTOS;16;1;0;;1° Semestre;;6;2;Encerrada;25;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA115;SENSORIAMENTO REMOTO II;A;2018;JORGE ANTONIO SILVA CENTENO;15;0;0;;1° Semestre;;1;1;Encerrada;17;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA115;SENSORIAMENTO REMOTO II;B;2018;HIDEO ARAKI;9;0;0;;1° Semestre;;1;1;Encerrada;11;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA116;SISTEMAS DE REFERÊNCIA E TEMPO;A;2018;ÉRICA SANTOS MATOS BALUTA;36;0;0;;1° Semestre;;1;0;Encerrada;37;65
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA117;BANCO DE DADOS GEOGRÁFICOS;A;2018;SILVANA PHILIPPI CAMBOIM;8;1;0;;1° Semestre;;0;5;Encerrada;14;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA117;BANCO DE DADOS GEOGRÁFICOS;B;2018;SILVANA PHILIPPI CAMBOIM;8;0;0;;1° Semestre;;3;4;Encerrada;15;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA118;COMUNICAÇÃO E EXPRESSÃO;A;2018;MARIA CECILIA BONATO BRANDALIZE;13;0;0;;1° Semestre;;2;0;Encerrada;15;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;A;2018;CLAUDIA PEREIRA KRUEGER;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;C;2018;MARIA CECILIA BONATO BRANDALIZE;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;D;2018;ANTONIO JOSE BERUTTI VIEIRA;;;;;1° Semestre;;;;Encerrada;;1
